0,46.76,57.85,2.34,56.66,71.04,41.84,0
0,22.77,84.80,12.64,67.51,55.61,74.38,0
0,21.87,89.54,8.02,81.14,3.71,16.14,0
7,7,8
0,0,0,0,0,0,0,0
0,70.26,20.91,45.92,52.25,54.55,62.78,0
0,31.93,73.24,79.67,7.65,90.35,13.28,0
0,59.07,38.22,64.00,79.06,76.54,24.79,0
0,46.64,8.04,24.30,18.86,77.09,98.87,0
0,70.94,91.89,80.49,63.34,72.44,82.05,0
0,0,0,0,0,0,0,0
0,55.55,83.07,54.7,82.65,61.65,33.9,0
0,0,0,0,0,0,0,0
60.94,0,0,0,0,0,0,45.38
92.30,0,0,0,0,0,0,68.39
38.93,0,0,0,0,0,0,97.62
0,0,0,0,0,0,0,0
0,28.85,87.16,37.52,82.49,51.91,50.35,0
0,23.13,3.7,7.97,23.39,15.95,62.19,0
0,0,0,0,0,0,0,0
28.51,0,0,0,0,0,0,43.18
54.49,0,69.33,22.05,0,70.89,0,63.96
15.39,0,0,0,0,0,0,97.82
0,0,0,0,0,0,0,0
0,93.71,35.35,67.28,39.95,72.53,5.56,0
0,7.78,58.33,26.01,54.48,66.18,21.29,0
0,0,0,0,0,0,0,0
41.58,0,71.95,0,0,0,0,25.22
34.20,0,41.64,0,23.47,28.93,0,43.68
5.66,0,67.73,0,0,0,0,96.30
0,0,0,0,0,0,0,0
0,39.75,61.22,59.8,19.26,20.44,24.36,0
0,85.09,75.05,90.17,50.89,24.9,63.59,0
0,0,0,0,0,0,0,0
56.98,0,0,0,33.31,0,0,5.75
0.27,0,1.92,0,47.67,0,0,1.67
2.75,0,0,94.71,24.62,0,0,73.95
0,0,0,0,0,0,0,0
0,81.17,97.32,94.49,43.63,99.63,77.54,0
0,28.36,10.9,48.27,48.02,38.71,43.27,0
0,0,0,0,0,0,0,0
30.88,0,0,0,0,0,0,88.10
22.75,0,0,0,0,0,0,75.64
38.39,0,0,0,0,0,0,37.48
0,0,0,0,0,0,0,0
0,62.1,98.18,44.79,36.73,66.47,19.72,0
0,0,0,0,0,0,0,0
0,70.50,37.96,5.14,72.08,30.61,1.69,0
0,9.91,25.47,44.90,14.91,99.73,19.65,0
0,46.76,57.85,2.34,56.66,71.04,41.84,0
0,22.77,84.80,12.64,67.51,55.61,74.38,0
0,21.87,89.54,8.02,81.14,3.71,16.14,0
0,0,0,0,0,0,0,0
5,5,5
65.67,0,55.14,0,45.96
0,0,0,0,0
55.17,0,80.11,0,77.61
0,0,0,0,0
92.07,0,80.15,0,59.23
0,0,0,0,0
0,2.30,0,17.14,0
0,0,0,0,0
0,2.97,0,19.03,0
0,0,0,0,0
1.59,0,5.95,0,21.03
0,0,0,0,0
28.02,0,99.08,0,11.63
0,0,0,0,0
89.51,0,51.69,0,64.54
0,0,0,0,0
0,58.46,0,19.88,0
0,0,0,0,0
0,7.23,0,64.82,0
0,0,0,0,0
47.63,0,9.26,0,4.96
0,0,0,0,0
12.35,0,37.93,0,25.52
0,0,0,0,0
75.49,0,47.92,0,15.98
2,2,2
12.34,0
0,56.78
0,98.76
54.32,0
3,3,3
1,1,1
1,1,1
1,1,1
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
10,10,10
90.14,44.53,98.35,65.68,77.71,0.34,68.72,70.64,35.70,0.29
61.14,55.34,67.06,89.84,79.41,55.88,51.38,21.76,97.44,28.08
11.34,69.75,73.11,20.28,71.72,15.32,96.08,64.43,68.08,82.98
82.83,89.55,21.50,60.41,29.30,59.52,77.17,44.98,95.23,4.40
79.53,86.95,23.33,21.62,40.12,54.67,60.42,45.20,59.20,42.93
19.02,54.05,45.29,98.87,71.84,93.61,33.75,32.34,5.10,62.98
12.00,97.31,48.16,34.29,21.82,45.57,42.36,43.25,70.16,88.03
95.94,80.81,32.98,97.87,14.47,21.82,39.95,6.84,64.45,40.27
38.63,72.27,76.47,19.11,56.36,49.38,52.34,28.24,65.09,36.57
6.05,33.26,94.06,10.01,52.78,75.68,83.38,84.37,12.55,68.65
38.56,86.75,30.62,43.41,56.09,27.02,20.07,60.81,5.66,58.52
10.81,23.21,51.35,64.82,72.05,35.18,32.91,15.00,21.18,82.57
40.04,85.01,15.08,76.05,78.31,40.63,0.10,15.87,71.75,41.51
99.06,41.24,44.08,10.74,77.06,49.10,64.57,18.50,3.37,57.43
9.61,61.82,64.35,76.03,25.19,38.43,89.93,21.89,18.16,61.68
60.23,68.56,70.50,35.54,57.26,7.03,87.78,31.98,60.41,29.40
5.45,39.62,0.03,43.17,11.72,34.27,5.87,6.56,24.07,37.89
32.96,28.86,53.68,18.51,42.07,9.09,74.61,29.65,29.72,13.64
78.22,97.68,74.80,26.23,73.01,10.86,81.01,9.14,22.20,19.19
26.23,29.54,67.88,2.82,89.85,86.25,63.85,79.82,98.13,37.08
30.42,54.91,23.20,87.18,86.84,34.56,61.54,53.23,20.60,29.59
59.83,6.62,49.67,66.98,29.62,41.41,92.49,45.12,39.77,17.43
59.87,23.25,49.13,99.36,62.05,38.31,33.25,71.02,18.43,88.03
86.30,90.00,39.12,93.48,88.29,75.66,91.47,45.37,39.12,17.16
51.63,78.56,12.01,17.75,18.19,45.95,2.17,14.21,12.76,6.62
1.26,99.43,9.38,96.66,0.17,17.99,30.71,0.10,41.88,27.81
14.05,61.28,98.82,1.13,46.43,10.70,75.67,31.10,20.20,21.39
70.85,91.00,23.27,2.94,43.25,70.16,94.35,15.93,78.45,10.81
48.36,9.68,2.69,9.50,73.08,74.14,71.59,99.78,3.29,46.16
27.66,34.81,58.01,44.19,97.28,30.96,36.71,77.50,36.68,24.41
60.52,23.91,17.71,58.35,67.68,13.36,60.85,31.57,11.30,68.39
85.70,58.85,94.59,33.73,20.77,83.32,61.62,55.93,42.87,79.16
27.50,75.85,72.01,38.90,69.05,63.04,23.37,35.75,51.39,9.75
36.99,35.07,68.15,53.28,42.47,56.56,57.96,94.70,91.50,43.91
31.86,74.51,24.57,5.79,98.77,74.98,33.72,51.96,24.56,26.35
17.69,89.93,44.05,25.78,39.38,47.40,21.75,51.38,29.27,20.22
16.74,91.82,49.75,57.37,68.95,59.22,30.98,75.52,44.30,55.70
96.69,62.64,73.19,49.76,68.93,51.80,0.77,64.93,54.71,4.96
70.04,45.04,3.22,94.08,71.89,53.44,97.19,19.39,29.20,70.35
5.67,82.22,57.88,61.68,83.98,60.85,91.50,48.17,42.21,62.70
36.56,82.36,67.05,20.98,54.02,71.82,71.09,38.53,4.19,91.49
38.83,33.85,70.20,87.42,40.61,48.53,86.90,18.56,28.54,27.25
92.96,54.68,3.65,71.10,94.48,58.20,29.72,41.97,49.40,18.71
16.09,45.68,46.29,21.42,87.18,30.43,28.82,1.92,62.94,21.96
91.32,79.51,73.70,88.15,70.03,26.57,43.02,31.60,52.99,75.52
72.65,48.72,17.15,46.05,80.71,54.14,0.59,55.33,20.73,97.77
91.70,80.72,19.72,16.86,39.89,52.76,50.48,16.57,85.55,48.17
72.85,17.44,81.20,0.50,12.45,66.02,3.26,24.88,98.40,25.29
62.67,15.48,21.33,35.13,13.91,55.24,78.56,9.35,72.70,58.72
92.14,9.10,63.26,81.48,6.57,67.80,29.21,80.77,44.65,67.46
66.87,81.55,61.13,78.26,93.27,93.65,61.89,5.11,47.48,25.88
34.39,72.68,18.98,51.80,74.80,45.06,98.65,33.53,81.63,72.45
63.77,29.56,60.53,46.02,0.29,85.54,21.50,44.74,67.45,40.11
51.86,54.87,63.05,3.13,15.46,99.08,59.44,57.15,60.74,40.51
2.87,36.48,49.61,41.72,6.52,98.53,17.21,81.08,38.34,79.55
80.15,2.16,5.48,95.84,76.96,78.70,4.00,73.76,19.30,74.21
81.19,41.52,73.01,75.88,18.60,65.46,47.08,6.12,79.03,9.51
1.11,7.28,10.30,66.38,42.16,47.68,62.58,18.38,28.88,50.00
42.94,60.62,54.05,17.72,60.07,83.66,16.52,99.05,80.31,45.27
15.70,55.57,6.24,10.89,87.25,79.42,60.23,15.73,86.75,9.58
28.67,65.45,74.52,59.25,1.83,38.75,85.08,36.83,86.99,59.96
32.14,61.97,44.82,24.76,53.76,46.18,49.03,39.18,18.78,46.64
34.77,28.06,56.65,90.25,58.52,60.32,22.63,12.39,94.78,15.18
57.21,23.70,23.37,76.63,13.01,2.16,83.72,0.83,43.48,9.71
73.42,37.03,97.82,71.16,25.04,71.89,2.49,23.82,91.04,19.62
47.02,72.04,64.80,57.89,89.57,15.51,53.97,51.54,49.25,24.90
47.38,57.20,7.61,42.47,78.82,81.38,25.87,10.28,33.81,28.55
62.91,67.74,33.59,23.90,56.52,57.15,93.58,9.96,59.62,33.21
82.71,11.89,89.94,53.67,99.81,17.71,2.82,27.72,28.43,34.36
14.41,10.67,15.86,51.33,21.92,14.72,56.71,30.64,83.61,32.00
74.51,78.93,67.13,71.36,99.07,94.34,73.68,48.92,54.52,48.06
93.03,52.26,65.55,99.59,64.99,92.92,53.82,98.45,45.32,64.02
3.35,94.21,68.43,30.43,51.76,89.43,77.48,70.36,99.56,14.30
32.15,6.74,17.57,41.01,50.23,72.31,36.41,2.62,51.18,89.79
83.89,54.35,73.91,27.75,22.40,68.86,64.27,42.98,57.87,14.18
75.67,6.78,80.28,45.70,80.39,46.06,55.29,43.55,37.05,75.40
34.27,58.78,76.97,67.79,39.02,39.58,45.69,55.62,47.32,65.10
4.02,4.52,66.80,43.14,52.17,49.44,72.94,45.46,75.31,98.84
15.28,93.39,77.84,88.57,23.97,37.28,61.26,86.06,29.43,84.92
11.91,21.23,70.21,7.76,0.07,62.09,4.89,10.76,74.30,94.63
18.65,74.42,90.05,16.10,34.96,2.93,7.90,98.02,81.97,53.86
70.28,73.57,94.80,86.57,44.14,27.90,90.00,82.51,99.95,87.68
25.14,60.59,35.89,37.50,2.72,0.17,14.15,4.72,38.49,99.70
22.61,4.65,24.33,55.85,84.68,23.02,67.17,10.86,13.41,18.59
43.86,70.15,9.22,27.06,73.43,26.09,9.63,39.08,9.40,22.49
35.40,27.35,67.29,37.59,17.87,34.49,78.70,86.31,7.61,99.15
19.32,61.55,96.59,93.62,65.76,17.55,26.56,90.07,76.39,47.23
8.82,68.88,82.68,4.90,78.13,81.40,61.40,14.93,56.72,82.11
26.55,0.56,75.94,56.72,8.39,80.22,75.29,13.71,17.43,79.87
71.69,14.77,61.49,55.46,34.11,31.00,20.71,1.00,21.57,47.82
55.94,67.17,21.72,17.84,56.42,69.21,30.24,0.22,55.74,35.60
99.11,13.87,42.00,10.21,50.17,72.82,83.06,95.14,35.92,10.04
5.75,64.20,0.36,98.64,85.47,37.64,53.50,38.58,40.36,26.32
64.00,72.32,72.54,47.03,56.90,16.16,91.37,51.01,21.18,14.56
0.20,45.48,30.82,93.92,70.57,9.75,64.26,7.16,24.48,66.85
55.31,16.61,55.14,90.63,43.72,9.44,20.32,62.29,81.47,16.23
81.08,30.86,51.81,15.37,33.40,78.94,10.60,10.80,87.52,46.24
15.13,61.06,5.86,59.61,18.97,49.23,95.48,93.85,0.64,81.16
35.39,54.83,89.92,4.08,8.15,48.14,73.87,62.65,80.69,57.09
12.64,70.66,84.30,82.88,14.14,56.49,15.94,20.10,6.40,15.90
5,5,5
90.14,0,98.35,0,77.71
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,40.12
19.02,0,45.29,0,71.84
12.00,0,0,0,21.82
0,0,0,0,0
0,0,0,0,0
0,0,0,10.01,52.78
0,0,30.62,0,0
10.81,0,51.35,0,72.05
40.04,0,0,0,78.31
0,0,0,0,0
0,0,64.35,76.03,0
0,0,0,0,0
0,39.62,0.03,0,0
32.96,0,0,18.51,42.07
78.22,0,0,0,0
0,29.54,67.88,0,0
0,0,0,0,0
0,6.62,0,0,0
0,23.25,49.13,99.36,0
86.30,0,0,0,0
51.63,78.56,0,0,0
5,5,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,14.15,4.72,38.49,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,14.93,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,95.14,0,0
0,0,38.58,0,0
0,0,51.01,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
